"Name","Gender","Place of Birth (Country)","Place of Birth (State)","Place of Birth (City)","Date of Birth","Time of Birth","Age","Manglik","Horoscope","Height","Weight","Email","Contact","Personal Appearance","Currently Living In (Country)","Currently Living In (State)","Currently Living In (City)","Country Code","Relocation in Future","Diet","Alcohol","Smoking","Marital Status","Highest Education","Highest Qualification","School/University","Passing Year","Profession","Current Designation","Previous Occupation","Annual Income Value","Father's Name","Father's Occupation","Mother's Name","Mother's Occupation","Siblings","With Family Status","Family Location (Country)","Family Location (State)","Family Location (City)","Religion","Caste","Community","Family Annual Income","Interests","Fun","Fitness","Other","Profile Picture","User Photos","User Photos URL","Profile Picture URL","About Yourself","WhatsApp Setting","Email Subscribe","Gender","Category","Annual Income Type"
"Videesh Umesh Pursnani","M",101,4008,47095,"1995-04-04","01:48:00 AM","29","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",1,"","","","","","No Photo.jpeg","[""No Photo.jpeg""]","[]","","","","","M","","INR"
"Vijay Dinesh Rajani","M",101,4008,47095,"1993-10-25","00:45:00 AM","30","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",1,"","","","","","No Photo.jpeg","[""No Photo.jpeg""]","[]","","","","","M","","INR"
"Vijay Ashok Manwani","M",101,4014,47796,"1983-01-02","07:08:00 AM","41","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",1,"","","","","","g298.jpeg","[""g298.jpeg"",""g299.jpeg"",""g300.jpeg"",""g301.jpeg""]","[]","","","","","M","","INR"
"Vikas Murli Gehani","M",101,4014,47689,"1989-07-28","06:15:00 PM","34","","",5," ","","","","","","","","","","","","divorcee","","","","","","","","0","","","","","","","","","","","",1,"","","","","","g302.jpeg","[""g302.jpeg""]","[]","","","","","M","","INR"
"Vinay Parshotam Lakhwani","M",231,3396,125403,"1994-12-15","10:07:00 PM","29","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",3,"","","","","","g303.jpeg","[""g303.jpeg"",""g304.jpeg""]","[]","","","","","M","","INR"
"Vinita Narendra Sadhwani","M",231,3391,47095,"1991-05-15","12:40:00 PM","33","","",5," ","","","","","","","","","","","","divorcee","","","","","","","","0","","","","","","","","","","","",14,"","","","","","No Photo.jpeg","[""No Photo.jpeg""]","[]","","","","","M","","INR"
"Vishal Narender Khubchandani","M",101,4008,47095,"1981-03-12","09:45:00 AM","43","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",14,"","","","","","g305.jpeg","[""g305.jpeg"",""g306.jpeg"",""g307.jpeg"",""g308.jpeg""]","[]","","","","","M","","INR"
"Vishal Haresh Relwani","M",232,2336,126686,"1983-09-28","12:30:00 PM","40","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",1,"","","","","","g309.jpeg","[""g309.jpeg"",""g310.jpeg"",""g311.jpeg"",""g312.jpeg"",""g313.jpeg""]","[]","","","","","M","","INR"
"Vivek Ashok Gangwani","M",231,3391,47095,"1991-12-20","08:52:00 PM","32","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",3,"","","","","","g314.jpeg","[""g314.jpeg"",""g315.jpeg"",""g316.jpeg"",""g317.jpeg""]","[]","","","","","M","","INR"
"Yogesh Bhagwan Tilwani","M",101,4014,47616,"1979-05-15","02:53:00 AM","45","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",3,"","","","","","g318.jpeg","[""g318.jpeg"",""g319.jpeg""]","[]","","","","","M","","INR"
"Amrita Jawahar Mordani","F",101,4006,47352,"1986-07-31","01:50:00 AM","37","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",1,"","","","","","b793.jpeg","[""b793.jpeg""]","[]","","","","","F","","INR"
"Anshul Balram Mohanani","F",101,4030,45568,"1997-12-10","13:25:00 AM","26","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",1,"","","","","","b794.jpeg","[""b794.jpeg""]","[]","","","","","F","","INR"
"Bhavna Gul Mansukhani","F",101,4008,47095,"1997-03-04","14:08:00 PM","27","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",1,"","","","","","b795.jpeg","[""b795.jpeg"",""b796.jpeg"",""b797.jpeg"",""b798.jpeg""]","[]","","","","","F","","INR"
"Bindiya Mahesh Rupani","F",101,4008,47095,"1992-02-03","01:38:00 PM","32","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",14,"","","","","","b799.jpeg","[""b799.jpeg"",""b800.jpeg""]","[]","","","","","F","","INR"
"Chanda Laxman Bhatia","F",231,3391,47095,"1982-10-05","08:45:00 AM","41","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",1,"","","","","","b801.jpeg","[""b801.jpeg"",""b802.jpeg"",""b803.jpeg"",""b804.jpeg"",""b805.jpeg""]","[]","","","","","F","","INR"
"Chandani Rajesh Ganglant","F",231,4008,47095,"1997-09-18","11:37:00 AM","26","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",8,"","","","","","No Photo.jpeg","[""No Photo.jpeg""]","[]","","","","","F","","INR"
"Devi Bherumal Gurnani","F",101,4008,47095,"1971-12-24","06:16:00 PM","52","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",3,"","","","","","b806.jpeg","[""b806.jpeg"",""b807.jpeg""]","[]","","","","","F","","INR"
"Dr. Dimple Haresh Jethwani","F",101,4008,47281,"1992-11-27","07:58:00 AM","31","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",7,"","","","","","b808.jpeg","[""b808.jpeg"",""b809.jpeg"",""b810.jpeg"",""b811.jpeg""]","[]","","","","","F","","INR"
"Dimple  Vijan","F",101,4008,47095,"1988-10-05","01:30:00 PM","35","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",1,"","","","","","b812.jpeg","[""b812.jpeg""]","[]","","","","","F","","INR"
"Dimple Bhagwandas Rajwani","F",101,4030,45776,"1994-06-11","06:35:00 PM","29","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",3,"","","","","","b813.jpeg","[""b813.jpeg"",""b814.jpeg""]","[]","","","","","F","","INR"
"Dipikka Laxman Kishani","F",101,4008,47106,"1987-05-23","01:31:00 AM","37","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",13,"","","","","","b815.jpeg","[""b815.jpeg"",""b816.jpeg"",""b817.jpeg"",""b818.jpeg"",""b819.jpeg""]","[]","","","","","F","","INR"
"Divya Mandhar Boolchandani","F",231,3391,47095,"1990-06-14","06:20:00 PM","33","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",8,"","","","","","b820.jpeg","[""b820.jpeg"",""b821.jpeg"",""b822.jpeg""]","[]","","","","","F","","INR"
"Chahita Mahesh Lalchandani","F",161,306,79160,"1994-08-15","11:19:00 AM","29","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",1,"","","","","","b823.jpeg","[""b823.jpeg"",""b824.jpeg"",""b825.jpeg"",""b826.jpeg"",""b827.jpeg""]","[]","","","","","F","","INR"
"Gauri Jaidev Daswani","F",101,4008,47281,"1993-10-20","05:02:00 AM","30","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",14,"","","","","","b828.jpeg","[""b828.jpeg"",""b829.jpeg""]","[]","","","","","F","","INR"
"Gunjan  Madani","F",101,4008,47122,"1985-08-29","05:02:00 PM","38","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",1,"","","","","","b830.jpeg","[""b830.jpeg"",""b831.jpeg"",""b832.jpeg"",""b833.jpeg"",""b834.jpeg""]","[]","","","","","F","","INR"
"Haney Kishan Chand Tejnani","F",101,4022,48348,"1989-06-08","07:33:00 AM","34","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",1,"","","","","","b835.jpeg","[""b835.jpeg"",""b836.jpeg"",""b837.jpeg"",""b838.jpeg""]","[]","","","","","F","","INR"
"Honey Laxman Das Tolani","F",101,4008,47095,"1997-02-20","01:22:00 PM","27","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",3,"","","","","","b839.jpeg","[""b839.jpeg"",""b840.jpeg"",""b841.jpeg"",""b842.jpeg""]","[]","","","","","F","","INR"
"Jaya Tulsi Hiranand Mirchandani","F",101,4014,47616,"1994-04-05","09:55:00 AM","30","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",3,"","","","","","b843.jpeg","[""b843.jpeg"",""b844.jpeg"",""b845.jpeg"",""b846.jpeg"",""b847.jpeg""]","[]","","","","","F","","INR"
"Jiniya Ashok Harpalani","F",231,3391,47095,"1992-04-26","06:31:00 AM","32","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",3,"","","","","","b848.jpeg","[""b848.jpeg"",""b849.jpeg"",""b850.jpeg"",""b851.jpeg""]","[]","","","","","F","","INR"
"Jyoti  Bajaj","F",101,4021,45499,"1984-08-10","02:15:00 PM","39","","",5," ","","","","","","","","","","","","divorcee","","","","","","","","0","","","","","","","","","","","",1,"","","","","","b852.jpeg","[""b852.jpeg"",""b853.jpeg"",""b854.jpeg"",""b855.jpeg"",""b856.jpeg""]","[]","","","","","F","","INR"
"Jyotika Prakash Makhija","F",101,4008,47281,"1991-03-12","05:30:00 PM","33","","",5," ","","","","","","","","","","","","divorcee","","","","","","","","0","","","","","","","","","","","",3,"","","","","","b857.jpeg","[""b857.jpeg"",""b858.jpeg"",""b859.jpeg"",""b860.jpeg""]","[]","","","","","F","","INR"
"Kajal Vasdev Thawani","F",231,3390,125438,"1990-12-31","09:20:00 AM","33","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",3,"","","","","","b861.jpeg","[""b861.jpeg"",""b862.jpeg"",""b863.jpeg"",""b864.jpeg""]","[]","","","","","F","","INR"
"Kajal Vishandas Khatri","F",101,4030,45653,"1995-10-16","10:46:00 PM","28","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",1,"","","","","","b865.jpeg","[""b865.jpeg"",""b866.jpeg""]","[]","","","","","F","","INR"
"Kanika Haresh Khatri","F",101,4008,47095,"1987-02-19","07:30:00 AM","37","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",1,"","","","","","b867.jpeg","[""b867.jpeg"",""b868.jpeg"",""b869.jpeg"",""b870.jpeg"",""b871.jpeg""]","[]","","","","","F","","INR"
"Kanishka Suresh Varyani","F",101,4030,45568,"1995-07-24","10:45:00 PM","28","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",3,"","","","","","b872.jpeg","[""b872.jpeg"",""b873.jpeg""]","[]","","","","","F","","INR"
"Karishma Vijay Gehani","F",101,4008,47095,"1991-12-22","12:20:00 AM","32","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",14,"","","","","","b874.jpeg","[""b874.jpeg"",""b875.jpeg"",""b876.jpeg""]","[]","","","","","F","","INR"
"Karshni Sanjay Sachdev","F",101,4008,47095,"1994-03-21","10:25:00 AM","30","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",16,"","","","","","b877.jpeg","[""b877.jpeg"",""b878.jpeg""]","[]","","","","","F","","INR"
"Khushboo Manohar Kapoor","F",166,3055,80280,"1992-12-27","08:16:00 AM","31","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",1,"","","","","","b879.jpeg","[""b879.jpeg"",""b880.jpeg"",""b881.jpeg""]","[]","","","","","F","","INR"
"Khushboo Ramchand Abhichandani","F",101,4008,47122,"1989-11-10","12:30:00 PM","34","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",14,"","","","","","No Photo.jpeg","[""No Photo.jpeg""]","[]","","","","","F","","INR"
"Kirti Rajkumar Devnani","F",101,4008,47095,"1995-01-14","14:27:00 PM","29","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",3,"","","","","","b882.jpeg","[""b882.jpeg"",""b883.jpeg""]","[]","","","","","F","","INR"
"Kittu Gurcharan (Suresh) Motwani","F",101,4008,47095,"1987-05-04","03:10:00 AM","37","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",14,"","","","","","b884.jpeg","[""b884.jpeg"",""b885.jpeg"",""b886.jpeg"",""b887.jpeg"",""b888.jpeg""]","[]","","","","","F","","INR"
"Kritika Lalit Kanjani","F",231,3391,47095,"1997-10-22","18:30:00 PM","26","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",3,"","","","","","b889.jpeg","[""b889.jpeg""]","[]","","","","","F","B","INR"
"Laveena Ghansham Udasi","F",231,3391,47095,"1993-09-05","13:15:00 PM","30","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",1,"","","","","","b890.jpeg","[""b890.jpeg"",""b891.jpeg"",""b892.jpeg"",""b893.jpeg"",""b894.jpeg""]","[]","","","","","F","A","INR"
"Lavina Bhagwan Bahirwani","F",101,4008,47095,"1991-10-24","13:27:00 PM","32","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",3,"","","","","","b895.jpeg","[""b895.jpeg"",""b896.jpeg""]","[]","","","","","F","B","INR"
"Lavina Kishore Moolchandani","F",101,4014,47688,"1996-09-01","12:36:00 PM","27","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",3,"","","","","","No Photo.jpeg","[""No Photo.jpeg""]","[]","","","","","F","C","INR"
"Mamta Rajesh Kishnani","F",101,4014,47680,"1996-05-21","03:45:00 PM","28","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",1,"","","","","","b897.jpeg","[""b897.jpeg"",""b898.jpeg""]","[]","","","","","F","B","INR"
"Miesha Kamal Makhija","F",101,4008,46790,"1998-09-20","12:20:00 PM","25","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",1,"","","","","","b899.jpeg","[""b899.jpeg"",""b900.jpeg"",""b901.jpeg"",""b902.jpeg""]","[]","","","","","F","A","INR"
"Namrata Mahendra Tekchandani","F",101,4030,45568,"1989-03-01","07:15:00 PM","35","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",14,"","","","","","b903.jpeg","[""b903.jpeg"",""b904.jpeg""]","[]","","","","","F","B","INR"
"Neelam  Ganglani","F",98,"","","1990-11-18","08:20:00 PM","33","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",1,"","","","","","b905.jpeg","[""b905.jpeg"",""b906.jpeg""]","[]","","","","","F","C","INR"
"Neha  Raimalani","F",101,4008,47095,"1985-11-28","05:54:00 AM","38","","",5," ","","","","","","","","","","","","divorcee","","","","","","","","0","","","","","","","","","","","",14,"","","","","","b907.jpeg","[""b907.jpeg"",""b908.jpeg"",""b909.jpeg""]","[]","","","","","F","B","INR"
"Nikeeta Bhagwan Pamnani","F",101,4008,47095,"1992-09-03","08:20:00 AM","31","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",1,"","","","","","b910.jpeg","[""b910.jpeg"",""b911.jpeg"",""b912.jpeg""]","[]","","","","","F","A","INR"
"Pooja Murli Awtani","F",101,4008,47095,"1994-07-15","11:20:00 AM","29","","",5," ","","","","","","","","","","","","divorcee","","","","","","","","0","","","","","","","","","","","",1,"","","","","","b913.jpeg","[""b913.jpeg"",""b914.jpeg""]","[]","","","","","F","B","INR"
"Pooja Arjan Hassani","F",207,"","","1988-04-04","05:54:00 PM","36","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",1,"","","","","","b915.jpeg","[""b915.jpeg"",""b916.jpeg"",""b917.jpeg"",""b918.jpeg""]","[]","","","","","F","A","INR"
"Pooja Vashu Sharma","F",101,4008,47095,"1989-03-22","07:05:00 AM","35","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",8,"","","","","","b919.jpeg","[""b919.jpeg"",""b920.jpeg"",""b921.jpeg"",""b922.jpeg""]","[]","","","","","F","B","INR"
"Priya Gopal Lilaramani","F",101,4014,47616,"1989-08-07","11:26:00 AM","34","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",3,"","","","","","b923.jpeg","[""b923.jpeg"",""b924.jpeg""]","[]","","","","","F","C","INR"
"Priyancka Vijay Rohera","F",101,4008,47095,"1996-04-23","09:15:00 AM","28","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",1,"","","","","","b925.jpeg","[""b925.jpeg"",""b926.jpeg""]","[]","","","","","F","B","INR"
"Priyanka Ashok Lalwani","F",101,4014,47680,"1990-08-24","06:25:00 AM","33","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",3,"","","","","","b927.jpeg","[""b927.jpeg"",""b928.jpeg"",""b929.jpeg"",""b930.jpeg"",""b931.jpeg""]","[]","","","","","F","A","INR"
"Resham Roopesh Punjabi","F",101,4008,47281,"1998-09-24","05:07:00 AM","25","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",3,"","","","","","b932.jpeg","[""b932.jpeg"",""b933.jpeg"",""b934.jpeg"",""b935.jpeg"",""b936.jpeg""]","[]","","","","","F","B","INR"
"Richi Kamal Bhatia","F",101,4030,45568,"1990-06-04","03:40:00 PM","33","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",1,"","","","","","b937.jpeg","[""b937.jpeg"",""b938.jpeg"",""b939.jpeg"",""b940.jpeg"",""b941.jpeg""]","[]","","","","","F","C","INR"
"Ritika Ramesh Bhojwani","F",101,4014,47689,"1996-04-06","05:45:00 AM","28","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",3,"","","","","","b942.jpeg","[""b942.jpeg"",""b943.jpeg""]","[]","","","","","F","B","INR"
"Roshni Prakash Lalwani","F",166,3055,80280,"1996-02-11","11:10:00 AM","28","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",3,"","","","","","b944.jpeg","[""b944.jpeg"",""b945.jpeg"",""b946.jpeg"",""b947.jpeg""]","[]","","","","","F","A","INR"
"Saloni Ashok Kumar","F",101,4008,47095,"1980-06-05","21:21:00 PM","43","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",10,"","","","","","b948.jpeg","[""b948.jpeg""]","[]","","","","","F","B","INR"
"Sarika Rajkumar Nagdeo","F",101,4008,47095,"1994-10-16","06:26:00 AM","29","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",1,"","","","","","b949.jpeg","[""b949.jpeg"",""b950.jpeg"",""b951.jpeg"",""b952.jpeg""]","[]","","","","","F","A","INR"
"Shalini Nevandram Gakhreja","F",101,4014,47796,"1984-04-25","09:15:00 PM","40","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",1,"","","","","","b953.jpeg","[""b953.jpeg"",""b954.jpeg""]","[]","","","","","F","B","INR"
"Siddhangana Anil Ramchandani","F",101,4012,48185,"1996-07-07","05:17:00 PM","27","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",1,"","","","","","b955.jpeg","[""b955.jpeg"",""b956.jpeg""]","[]","","","","","F","C","INR"
"Simran Giridhar Bhatia","F",231,3391,47095,"1996-02-05","14:34:00 PM","28","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",1,"","","","","","b957.jpeg","[""b957.jpeg"",""b958.jpeg"",""b959.jpeg""]","[]","","","","","F","B","INR"
"Sneha Mahesh Israni","F",101,4008,47122,"1990-09-04","01:35:00 PM","33","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",10,"","","","","","b960.jpeg","[""b960.jpeg"",""b961.jpeg"",""b962.jpeg"",""b963.jpeg""]","[]","","","","","F","A","INR"
"Sneha Shanker Thadani","F",117,976,65571,"1986-03-25","09:10:00 PM","38","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",3,"","","","","","b964.jpeg","[""b964.jpeg"",""b965.jpeg"",""b966.jpeg""]","[]","","","","","F","B","INR"
"Sonam Ashok Nichani","F",101,4008,47095,"1988-10-08","02:17:00 PM","35","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",16,"","","","","","b967.jpeg","[""b967.jpeg"",""b968.jpeg""]","[]","","","","","F","C","INR"
"Sonam Vijay Ahuja","F",101,4008,47095,"1990-06-02","13:22:00 PM","34","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",16,"","","","","","No Photo.jpeg","[""No Photo.jpeg""]","[]","","","","","F","B","INR"
"Trishna Mahesh Rohra","F",101,4022,48627,"1985-12-09","09:50:00 AM","38","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",1,"","","","","","b969.jpeg","[""b969.jpeg"",""b970.jpeg"",""b971.jpeg"",""b972.jpeg""]","[]","","","","","F","A","INR"
"Urvashi Mr. Jagdish Rupani","F",101,4022,48541,"1991-07-08","12:45:00 PM","32","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",3,"","","","","","b973.jpeg","[""b973.jpeg"",""b974.jpeg"",""b975.jpeg"",""b976.jpeg"",""b977.jpeg""]","[]","","","","","F","A","INR"
"Varsha Tulsidas Lalwani","F",101,4014,47680,"1994-11-18","12:35:00 PM","29","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",1,"","","","","","b978.jpeg","[""b978.jpeg"",""b979.jpeg""]","[]","","","","","F","B","INR"
"Vibha Kishore Gurnani","F",101,4021,45506,"2000-09-19","10:17:00 AM","23","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",3,"","","","","","b980.jpeg","[""b980.jpeg"",""b981.jpeg"",""b982.jpeg"",""b983.jpeg"",""b984.jpeg""]","[]","","","","","F","C","INR"
"Vijaita Arjun Serai","F",231,3391,47095,"1987-04-02","03:25:00 AM","37","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",1,"","","","","","b985.jpeg","[""b985.jpeg"",""b986.jpeg"",""b987.jpeg""]","[]","","","","","F","B","INR"
"Vinita Bimal Tunani","F",101,4030,45845,"1997-05-08","05:45:00 PM","27","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",14,"","","","","","b988.jpeg","[""b988.jpeg"",""b989.jpeg"",""b990.jpeg"",""b991.jpeg"",""b992.jpeg""]","[]","","","","","F","A","INR"
"Aditya (Adi) (Sheru) Gordhan Kumar Punjabi","M",101,4030,45845,"2001-06-18","12:39:00 PM","22","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",3,"","","","","","g325.jpeg","[""g325.jpeg"",""g326.jpeg"",""g327.jpeg"",""g328.jpeg"",""g329.jpeg""]","[]","","","","","M","B","INR"
"Aman Nanik Aswani","M",231,3391,47095,"1993-01-17","07:36:00 PM","31","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",3,"","","","","","g330.jpeg","[""g330.jpeg"",""g331.jpeg"",""g332.jpeg""]","[]","","","","","M","C","INR"
"Amrit Kailash Nichani","M",101,4008,47095,"1992-08-20","02:02:00 AM","31","no","",6.1," ","","","",101,4008,47095,"","No",2,"","","single",3,"","HR College","",28,"","","0","Kailash Nichani","Businessman","","","","Yes",101,4008,47095,"","",16,"","","","","","g333.jpeg","[""g333.jpeg"",""g334.jpeg""]","[]","","","","","M","B","INR"
"Ashish  Dawra","M",101,4008,47095,"1984-08-03","10:36:00 PM","39","","",5," ","","","","","","","","","","","","divorcee","","","","","","","","0","","","","","","","","","","","",1,"","","","","","g335.jpeg","[""g335.jpeg"",""g336.jpeg"",""g337.jpeg"",""g338.jpeg"",""g339.jpeg""]","[]","","","","","M","A","INR"
"Bikram Kishor Mukhi","M",101,4008,46982,"1983-11-10","05:15:00 AM","40","","",5," ","","","","","","","","","","","","divorcee","","","","","","","","0","","","","","","","","","","","",3,"","","","","","g340.jpeg","[""g340.jpeg"",""g341.jpeg"",""g342.jpeg"",""g343.jpeg"",""g344.jpeg""]","[]","","","","","M","C","INR"
"Chandan Gurmukhilal Juryani","M",101,4008,47281,"1991-08-01","22:50:00 PM","32","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",3,"","","","","","g345.jpeg","[""g345.jpeg"",""g346.jpeg""]","[]","","","","","M","B,C","INR"
"Deepak Harish Shahani","M",101,4014,47616,"1987-09-10","12:50:00 AM","36","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",8,"","","","","","g347.jpeg","[""g347.jpeg"",""g348.jpeg"",""g349.jpeg"",""g350.jpeg""]","[]","","","","","M","A,B","INR"
"Devesh Deepak Chugh","M",101,4008,47281,"1992-08-16","11:17:00 PM","31","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",10,"","","","","","g351.jpeg","[""g351.jpeg""]","[]","","","","","M","B,A","INR"
"Dheeraj Vishnu Manghnani","M",231,3391,47095,"1992-03-25","04:30:00 AM","32","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",3,"","","","","","g352.jpeg","[""g352.jpeg""]","[]","","","","","M","C,B","INR"
"Dilip Vishan Das Tehlani","M",101,4014,47616,"1985-09-29","07:29:00 PM","38","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",1,"","","","","","g353.jpeg","[""g353.jpeg"",""g354.jpeg""]","[]","","","","","M","B,C","INR"
"Dinesh Mohan Relwani","M",114,1832,65551,"1987-03-18","12:49:00 AM","37","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",3,"","","","","","g355.jpeg","[""g355.jpeg"",""g356.jpeg"",""g357.jpeg"",""g358.jpeg"",""g359.jpeg""]","[]","","","","","M","B,A","INR"
"Dipanshu Sunil Karamsinghani","M",101,4021,45506,"1991-05-11","09:45:00 AM","33","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",14,"","","","","","g360.jpeg","[""g360.jpeg"",""g361.jpeg""]","[]","","","","","M","C,B","INR"
"Gaurav Mahesh Nathwani","M",231,3391,47095,"1994-04-02","10:37:00 PM","30","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",1,"","","","","","g362.jpeg","[""g362.jpeg"",""g363.jpeg"",""g364.jpeg"",""g365.jpeg"",""g366.jpeg""]","[]","","","","","M","A,B","INR"
"Girish Jaiprakash Bhalie","M",101,4008,47095,"1979-01-30","12:30:00 PM","45","","",5," ","","","","","","","","","","","","divorcee","","","","","","","","0","","","","","","","","","","","",17,"","","","","","g367.jpeg","[""g367.jpeg"",""g368.jpeg"",""g369.jpeg""]","[]","","","","","M","B,C","INR"
"Hardik Rajesh Hingorani","M",101,4008,47106,"1994-06-14","01:30:00 PM","29","","",5," ","","","","","","","","","","","","single","","","","","","","","0","","","","","","","","","","","",10,"","","","","","g370.jpeg","[""g370.jpeg"",""g371.jpeg"",""g372.jpeg"",""g373.jpeg""]","[]","","","","","M","A,B","INR"
